hero_1,hero_2,hero_3,hero_4,hero_5
morphling,storm_spirit,shadow_shaman,queenofpain,gyrocopter
lina,lion,riki,furion,invoker
axe,puck,tiny,clinkz,slark
sand_king,storm_spirit,sven,sniper,invoker
drow_ranger,nevermore,huskar,shredder,skywrath_mage
slardar,riki,necrolyte,shredder,phoenix
antimage,riki,invoker,ogre_magi,slark
drow_ranger,skeleton_king,omniknight,ursa,tusk
juggernaut,rattletrap,life_stealer,treant,keeper_of_the_light
bloodseeker,drow_ranger,juggernaut,life_stealer,spirit_breaker
kunkka,queenofpain,dark_seer,ancient_apparition,slark
axe,mirana,life_stealer,invoker,ogre_magi
venomancer,huskar,invoker,bristleback,abaddon
drow_ranger,puck,sven,pugna,huskar
nevermore,razor,windrunner,phantom_assassin,centaur
antimage,sven,windrunner,invoker,elder_titan
antimage,axe,lich,tinker,faceless_void
juggernaut,phantom_assassin,dazzle,life_stealer,huskar
bloodseeker,riki,sniper,nyx_assassin,legion_commander
omniknight,gyrocopter,rubick,centaur,shredder
crystal_maiden,earthshaker,phantom_lancer,slardar,invoker
antimage,drow_ranger,juggernaut,pudge,jakiro
phantom_lancer,sven,tinker,phantom_assassin,magnataur
antimage,juggernaut,omniknight,centaur,shredder
faceless_void,life_stealer,omniknight,lone_druid,chaos_knight
juggernaut,zuus,dazzle,huskar,shredder
drow_ranger,slardar,life_stealer,bounty_hunter,spirit_breaker
pudge,sniper,invoker,ogre_magi,legion_commander
vengefulspirit,furion,spirit_breaker,slark,ember_spirit
drow_ranger,phantom_lancer,pudge,dark_seer,clinkz
morphling,tidehunter,omniknight,ogre_magi,shredder
antimage,sven,faceless_void,omniknight,bounty_hunter
juggernaut,zuus,dazzle,gyrocopter,ogre_magi
drow_ranger,pudge,windrunner,kunkka,slark
lion,luna,jakiro,ogre_magi,ember_spirit
axe,crystal_maiden,windrunner,faceless_void,huskar
morphling,rattletrap,night_stalker,keeper_of_the_light,arc_warden
bloodseeker,kunkka,faceless_void,phantom_assassin,ursa
axe,mirana,sand_king,venomancer,slark
kunkka,shadow_shaman,enchantress,huskar,troll_warlord
lina,clinkz,silencer,centaur,legion_commander
pugna,viper,weaver,alchemist,ogre_magi
axe,mirana,kunkka,ursa,slark
bloodseeker,drow_ranger,earthshaker,skeleton_king,techies
morphling,bounty_hunter,batrider,invoker,tusk
pudge,sand_king,sven,life_stealer,night_stalker
mirana,pudge,phantom_assassin,invoker,rubick
sven,enigma,necrolyte,obsidian_destroyer,shredder
mirana,sand_king,tiny,huskar,silencer
axe,crystal_maiden,lion,huskar,alchemist
riki,warlock,phantom_assassin,life_stealer,spirit_breaker
bloodseeker,juggernaut,riki,faceless_void,treant
juggernaut,mirana,pudge,phantom_assassin,luna
antimage,tinker,phantom_assassin,bounty_hunter,techies
earthshaker,mirana,sven,omniknight,magnataur
puck,tidehunter,phantom_assassin,ursa,skywrath_mage
drow_ranger,lone_druid,meepo,wisp,shredder
axe,juggernaut,kunkka,huskar,alchemist
juggernaut,tinker,ancient_apparition,ursa,terrorblade
drow_ranger,windrunner,sniper,phantom_assassin,rattletrap
nevermore,sven,rattletrap,bristleback,earth_spirit
mirana,zuus,kunkka,tinker,skeleton_king
windrunner,necrolyte,night_stalker,alchemist,elder_titan
furion,ancient_apparition,meepo,magnataur,abaddon
axe,mirana,pudge,queenofpain,slark
drow_ranger,windrunner,slardar,phantom_assassin,techies
drow_ranger,mirana,vengefulspirit,windrunner,nyx_assassin
sven,lich,furion,invoker,disruptor
morphling,pudge,kunkka,invoker,winter_wyvern
pudge,leshrac,broodmother,legion_commander,terrorblade
mirana,nevermore,faceless_void,shadow_demon,legion_commander
antimage,dark_seer,invoker,shadow_demon,chaos_knight
axe,sven,shadow_shaman,queenofpain,ancient_apparition
pudge,riki,phantom_assassin,luna,slark
sand_king,storm_spirit,life_stealer,dark_seer,oracle
sand_king,dazzle,clinkz,huskar,slark
riki,phantom_assassin,dragon_knight,rubick,slark
drow_ranger,pudge,beastmaster,huskar,shredder
juggernaut,storm_spirit,dazzle,bristleback,legion_commander
razor,sniper,huskar,wisp,winter_wyvern
pudge,phantom_assassin,omniknight,slark,legion_commander
drow_ranger,necrolyte,faceless_void,phantom_assassin,techies
mirana,skeleton_king,alchemist,shadow_demon,naga_siren
sand_king,enigma,phantom_assassin,batrider,slark
kunkka,lich,faceless_void,viper,nyx_assassin
pudge,riki,tinker,templar_assassin,bounty_hunter
bloodseeker,drow_ranger,obsidian_destroyer,treant,shredder
antimage,drow_ranger,enigma,warlock,slark
tinker,templar_assassin,night_stalker,spirit_breaker,meepo
pudge,witch_doctor,sniper,nyx_assassin,shredder
morphling,nevermore,slardar,shadow_demon,slark
zuus,queenofpain,skeleton_king,slark,centaur
axe,bloodseeker,mirana,ancient_apparition,naga_siren
nevermore,sven,spectre,ursa,wisp
furion,slark,magnataur,shredder,winter_wyvern
axe,juggernaut,skeleton_king,weaver,medusa
axe,alchemist,nyx_assassin,naga_siren,legion_commander
juggernaut,pudge,zuus,riki,shredder
antimage,juggernaut,storm_spirit,skeleton_king,silencer
pudge,riki,alchemist,medusa,earth_spirit
zuus,lina,phantom_assassin,bounty_hunter,tusk
tiny,queenofpain,rattletrap,furion,disruptor
windrunner,zuus,faceless_void,alchemist,wisp
antimage,lion,sniper,dragon_knight,legion_commander
riki,skeleton_king,phantom_assassin,dazzle,spectre
juggernaut,mirana,sand_king,necrolyte,alchemist
kunkka,shadow_shaman,tidehunter,phantom_assassin,spectre
lion,tidehunter,luna,slark,ember_spirit
mirana,luna,omniknight,doom_bringer,meepo
sand_king,riki,obsidian_destroyer,shadow_demon,shredder
mirana,slardar,tinker,phantom_assassin,life_stealer
antimage,tiny,tidehunter,huskar,centaur
windrunner,jakiro,invoker,ogre_magi,medusa
antimage,furion,medusa,centaur,arc_warden
earthshaker,juggernaut,nevermore,ancient_apparition,obsidian_destroyer
crystal_maiden,pudge,lina,phantom_assassin,weaver
antimage,crystal_maiden,lion,invoker,medusa
tiny,death_prophet,phantom_assassin,omniknight,legion_commander
bloodseeker,storm_spirit,tiny,keeper_of_the_light,legion_commander
phantom_lancer,pudge,enigma,phantom_assassin,slark
faceless_void,skeleton_king,weaver,silencer,elder_titan
faceless_void,dazzle,clinkz,shredder,ember_spirit
drow_ranger,riki,furion,bounty_hunter,spirit_breaker
earthshaker,pudge,doom_bringer,invoker,shadow_demon
razor,sven,riki,sniper,skeleton_king
antimage,life_stealer,bounty_hunter,spirit_breaker,alchemist
antimage,earthshaker,windrunner,sniper,shadow_demon
nevermore,tidehunter,shredder,tusk,winter_wyvern
pudge,windrunner,riki,life_stealer,elder_titan
earthshaker,mirana,riki,lycan,slark
bloodseeker,queenofpain,luna,ancient_apparition,invoker
axe,lion,phantom_assassin,silencer,chaos_knight
phantom_lancer,pudge,dragon_knight,bounty_hunter,silencer
pudge,riki,sniper,shredder,skywrath_mage
tinker,luna,dragon_knight,furion,magnataur
crystal_maiden,nevermore,puck,lina,magnataur
drow_ranger,zuus,shadow_shaman,invoker,ember_spirit
juggernaut,pudge,lion,slardar,furion
axe,mirana,tinker,batrider,slark
sven,windrunner,skeleton_king,ancient_apparition,invoker
storm_spirit,dazzle,magnataur,tusk,legion_commander
lina,faceless_void,bounty_hunter,shredder,elder_titan
mirana,kunkka,luna,chaos_knight,bristleback
crystal_maiden,vengefulspirit,lion,clinkz,night_stalker
morphling,windrunner,queenofpain,slark,legion_commander
bloodseeker,mirana,puck,furion,terrorblade
juggernaut,storm_spirit,luna,life_stealer,night_stalker
juggernaut,mirana,lion,skeleton_king,bounty_hunter
bloodseeker,pudge,vengefulspirit,slark,shredder
juggernaut,tinker,leshrac,furion,huskar
axe,morphling,puck,faceless_void,shadow_demon
puck,life_stealer,batrider,shadow_demon,slark
sniper,viper,clinkz,huskar,undying
skeleton_king,bounty_hunter,invoker,shredder,abaddon
pudge,phantom_assassin,ancient_apparition,alchemist,ogre_magi
bloodseeker,sand_king,storm_spirit,windrunner,ember_spirit
storm_spirit,lion,shadow_demon,slark,bristleback
crystal_maiden,tidehunter,lich,tinker,wisp
axe,drow_ranger,windrunner,faceless_void,ancient_apparition
bane,mirana,weaver,invoker,slark
juggernaut,faceless_void,nyx_assassin,legion_commander,oracle
sand_king,storm_spirit,faceless_void,batrider,invoker
mirana,riki,spectre,alchemist,shredder
lion,ursa,invoker,tusk,legion_commander
sven,lion,clinkz,alchemist,skywrath_mage
crystal_maiden,drow_ranger,mirana,sand_king,life_stealer
bloodseeker,bounty_hunter,weaver,ancient_apparition,spirit_breaker
mirana,slardar,luna,spectre,invoker
sniper,phantom_assassin,lycan,ogre_magi,skywrath_mage
sand_king,windrunner,life_stealer,batrider,chaos_knight
juggernaut,mirana,kunkka,queenofpain,shredder
bloodseeker,drow_ranger,dazzle,shredder,legion_commander
antimage,mirana,puck,silencer,abaddon
faceless_void,phantom_assassin,enchantress,weaver,silencer
mirana,tinker,phantom_assassin,ancient_apparition,shredder
juggernaut,riki,sniper,huskar,legion_commander
antimage,drow_ranger,slardar,riki,magnataur
nevermore,sven,lion,necrolyte,legion_commander
axe,crystal_maiden,phantom_assassin,alchemist,treant
storm_spirit,furion,slark,magnataur,abaddon
riki,death_prophet,omniknight,spirit_breaker,winter_wyvern
juggernaut,queenofpain,huskar,medusa,techies
necrolyte,queenofpain,faceless_void,ogre_magi,magnataur
puck,kunkka,keeper_of_the_light,earth_spirit,terrorblade
juggernaut,morphling,sven,skeleton_king,skywrath_mage
juggernaut,mirana,kunkka,templar_assassin,legion_commander
juggernaut,riki,faceless_void,templar_assassin,omniknight
antimage,axe,earthshaker,enchantress,shredder
drow_ranger,zuus,lion,ancient_apparition,legion_commander
life_stealer,clinkz,ancient_apparition,doom_bringer,meepo
axe,drow_ranger,lich,phantom_assassin,invoker
phantom_lancer,lion,viper,ursa,bristleback
sand_king,tidehunter,tinker,bounty_hunter,spectre
enigma,tinker,night_stalker,shredder,legion_commander
axe,pudge,queenofpain,dazzle,spirit_breaker
bloodseeker,queenofpain,faceless_void,ogre_magi,shredder
antimage,axe,windrunner,disruptor,arc_warden
phantom_lancer,beastmaster,life_stealer,spirit_breaker,rubick
antimage,mirana,pudge,vengefulspirit,death_prophet
morphling,windrunner,kunkka,riki,warlock
storm_spirit,furion,troll_warlord,techies,earth_spirit
pudge,lion,riki,beastmaster,phantom_assassin
bloodseeker,necrolyte,life_stealer,ancient_apparition,bristleback
sand_king,riki,faceless_void,furion,alchemist
bloodseeker,drow_ranger,sven,luna,naga_siren
mirana,tiny,life_stealer,huskar,rubick
pudge,huskar,ursa,shadow_demon,magnataur
windrunner,dazzle,alchemist,medusa,shredder
bloodseeker,zuus,bounty_hunter,nyx_assassin,legion_commander
sven,sniper,luna,shredder,phoenix
pudge,sniper,bounty_hunter,invoker,slark
riki,phantom_assassin,leshrac,bounty_hunter,medusa
mirana,pudge,sven,slardar,terrorblade
juggernaut,pudge,windrunner,enchantress,ancient_apparition
earthshaker,juggernaut,faceless_void,clinkz,huskar
kunkka,rubick,medusa,magnataur,shredder
drow_ranger,mirana,faceless_void,invoker,rubick
earthshaker,witch_doctor,riki,huskar,chaos_knight
antimage,queenofpain,faceless_void,furion,rubick
sven,kunkka,lion,slardar,legion_commander
viper,dazzle,huskar,invoker,chaos_knight
drow_ranger,kunkka,riki,disruptor,bristleback
beastmaster,phantom_assassin,huskar,night_stalker,bristleback
antimage,mirana,beastmaster,life_stealer,ancient_apparition
mirana,lion,clinkz,slark,legion_commander
axe,windrunner,leshrac,furion,huskar
crystal_maiden,nevermore,silencer,slark,shredder
necrolyte,dragon_knight,omniknight,invoker,slark
juggernaut,slardar,templar_assassin,leshrac,meepo
pudge,faceless_void,phantom_assassin,pugna,invoker
earthshaker,juggernaut,pudge,sniper,nyx_assassin
crystal_maiden,juggernaut,nevermore,tidehunter,slark
tiny,skeleton_king,death_prophet,doom_bringer,centaur
dragon_knight,bounty_hunter,weaver,invoker,keeper_of_the_light
morphling,tiny,lion,slardar,batrider
sven,furion,wisp,slark,tusk
drow_ranger,death_prophet,leshrac,alchemist,medusa
kunkka,venomancer,phantom_assassin,night_stalker,ogre_magi
bane,vengefulspirit,faceless_void,huskar,shadow_demon
razor,viper,ursa,legion_commander,oracle
mirana,slardar,riki,phantom_assassin,winter_wyvern
sven,kunkka,furion,silencer,legion_commander
huskar,night_stalker,obsidian_destroyer,tusk,terrorblade
antimage,mirana,nevermore,pudge,lina
phantom_assassin,invoker,ogre_magi,undying,shredder
spirit_breaker,invoker,troll_warlord,magnataur,legion_commander
juggernaut,kunkka,lina,witch_doctor,faceless_void
earthshaker,mirana,phantom_lancer,sven,abaddon
antimage,vengefulspirit,dragon_knight,huskar,slark
antimage,drow_ranger,shadow_shaman,huskar,bounty_hunter
pudge,storm_spirit,phantom_assassin,centaur,earth_spirit
venomancer,faceless_void,batrider,treant,magnataur
juggernaut,rattletrap,alchemist,shadow_demon,centaur
mirana,sniper,invoker,ogre_magi,nyx_assassin
mirana,sven,warlock,huskar,bounty_hunter
bloodseeker,nevermore,sand_king,skeleton_king,slark
razor,windrunner,faceless_void,luna,alchemist
earthshaker,mirana,tiny,phantom_assassin,legion_commander
axe,pudge,lion,skeleton_king,invoker
bloodseeker,earthshaker,vengefulspirit,faceless_void,death_prophet
nevermore,windrunner,witch_doctor,ursa,chaos_knight
razor,venomancer,weaver,invoker,nyx_assassin
necrolyte,phantom_assassin,enchantress,ursa,alchemist
axe,windrunner,centaur,tusk,legion_commander
axe,tiny,phantom_assassin,bounty_hunter,invoker
juggernaut,pudge,phantom_assassin,huskar,techies
pudge,tinker,skeleton_king,dragon_knight,slark
crystal_maiden,windrunner,phantom_assassin,ancient_apparition,undying
mirana,pudge,skeleton_king,bristleback,legion_commander
sand_king,riki,phantom_assassin,meepo,naga_siren
bane,juggernaut,riki,venomancer,phantom_assassin
axe,tiny,lion,tinker,undying
drow_ranger,vengefulspirit,windrunner,templar_assassin,medusa
tinker,omniknight,spectre,silencer,slark
drow_ranger,lina,ursa,alchemist,tusk
slardar,phantom_assassin,bounty_hunter,alchemist,shredder
mirana,queenofpain,venomancer,disruptor,oracle
vengefulspirit,windrunner,necrolyte,bounty_hunter,ursa
antimage,morphling,vengefulspirit,windrunner,abaddon
pudge,windrunner,obsidian_destroyer,naga_siren,ember_spirit
bloodseeker,life_stealer,ursa,invoker,legion_commander
antimage,mirana,pudge,tinker,legion_commander
morphling,pudge,sven,dazzle,huskar
vengefulspirit,venomancer,spirit_breaker,alchemist,legion_commander
tinker,clinkz,bounty_hunter,treant,slark
tinker,phantom_assassin,clinkz,ogre_magi,legion_commander
drow_ranger,pudge,shadow_demon,ogre_magi,medusa
axe,earthshaker,lion,viper,troll_warlord
zuus,lich,phantom_assassin,chaos_knight,slark
drow_ranger,morphling,storm_spirit,necrolyte,bounty_hunter
necrolyte,faceless_void,skeleton_king,templar_assassin,keeper_of_the_light
antimage,drow_ranger,windrunner,zuus,phantom_assassin
mirana,nevermore,windrunner,batrider,slark
axe,bloodseeker,razor,furion,omniknight
mirana,pudge,lion,skeleton_king,slark
mirana,lich,magnataur,elder_titan,ember_spirit
antimage,juggernaut,puck,undying,disruptor
pudge,skeleton_king,phantom_assassin,lone_druid,keeper_of_the_light
antimage,mirana,shadow_shaman,broodmother,lycan
riki,tinker,faceless_void,life_stealer,slark
juggernaut,mirana,phantom_assassin,legion_commander,oracle
juggernaut,puck,riki,queenofpain,bristleback
axe,mirana,shadow_shaman,riki,slark
sven,vengefulspirit,sniper,life_stealer,spectre
riki,sniper,venomancer,death_prophet,alchemist
storm_spirit,tinker,sniper,phantom_assassin,meepo
mirana,pugna,ursa,alchemist,ember_spirit
drow_ranger,sven,necrolyte,huskar,ancient_apparition
antimage,bloodseeker,mirana,undying,phoenix
antimage,tiny,dazzle,rubick,shredder
tinker,queenofpain,templar_assassin,ursa,obsidian_destroyer
juggernaut,mirana,dragon_knight,abaddon,winter_wyvern
pudge,life_stealer,omniknight,shredder,ember_spirit
earthshaker,phantom_lancer,clinkz,silencer,terrorblade
sand_king,life_stealer,ursa,invoker,rubick
sand_king,phantom_assassin,omniknight,undying,magnataur
antimage,windrunner,riki,tinker,sniper
antimage,nevermore,slardar,ember_spirit,terrorblade
antimage,warlock,life_stealer,bounty_hunter,obsidian_destroyer
drow_ranger,juggernaut,pudge,vengefulspirit,leshrac
juggernaut,sniper,phantom_assassin,dragon_knight,huskar
earthshaker,juggernaut,lion,medusa,troll_warlord
pudge,witch_doctor,riki,sniper,clinkz
juggernaut,nevermore,viper,bounty_hunter,batrider
juggernaut,lion,viper,broodmother,chaos_knight
mirana,windrunner,lion,tinker,phantom_assassin
morphling,puck,pudge,spirit_breaker,meepo
sniper,faceless_void,huskar,nyx_assassin,winter_wyvern
antimage,phantom_lancer,queenofpain,dark_seer,night_stalker
riki,tinker,naga_siren,troll_warlord,skywrath_mage
sand_king,zuus,lina,phantom_assassin,ursa
earthshaker,phantom_assassin,spirit_breaker,naga_siren,keeper_of_the_light
sven,venomancer,luna,ursa,elder_titan
nevermore,vengefulspirit,sniper,tusk,legion_commander
drow_ranger,mirana,weaver,ancient_apparition,legion_commander
crystal_maiden,phantom_assassin,dragon_knight,huskar,techies
phantom_lancer,faceless_void,viper,lycan,tusk
juggernaut,tinker,phantom_assassin,templar_assassin,elder_titan
bloodseeker,leshrac,obsidian_destroyer,troll_warlord,legion_commander
vengefulspirit,phantom_assassin,gyrocopter,skywrath_mage,ember_spirit
kunkka,clinkz,ogre_magi,tusk,terrorblade
axe,riki,necrolyte,slark,medusa
earthshaker,lion,faceless_void,treant,skywrath_mage
windrunner,furion,bounty_hunter,slark,elder_titan
juggernaut,lion,templar_assassin,huskar,wisp
axe,phantom_lancer,sand_king,riki,bounty_hunter
drow_ranger,mirana,lich,magnataur,shredder
faceless_void,ursa,invoker,silencer,shredder
bloodseeker,death_prophet,doom_bringer,nyx_assassin,terrorblade
puck,faceless_void,invoker,slark,bristleback
juggernaut,sven,sniper,life_stealer,legion_commander
zuus,sniper,phantom_assassin,furion,magnataur
juggernaut,pudge,sven,zuus,legion_commander
sand_king,faceless_void,templar_assassin,dazzle,bounty_hunter
zuus,riki,sniper,gyrocopter,invoker
crystal_maiden,earthshaker,windrunner,faceless_void,phantom_assassin
sven,riki,spirit_breaker,invoker,shredder
mirana,tinker,phantom_assassin,night_stalker,rubick
witch_doctor,riki,slark,bristleback,abaddon
phantom_lancer,pudge,riki,queenofpain,life_stealer
crystal_maiden,sand_king,huskar,weaver,winter_wyvern
nevermore,slardar,life_stealer,invoker,bristleback
bane,luna,ursa,obsidian_destroyer,abaddon
bloodseeker,crystal_maiden,slardar,ursa,techies
sven,huskar,night_stalker,invoker,shadow_demon
morphling,lina,faceless_void,bristleback,elder_titan
axe,mirana,lina,sniper,life_stealer
juggernaut,sven,faceless_void,clinkz,invoker
storm_spirit,riki,gyrocopter,brewmaster,legion_commander
mirana,morphling,tidehunter,enigma,queenofpain
axe,morphling,shadow_shaman,skeleton_king,magnataur
nevermore,windrunner,lion,naga_siren,slark
storm_spirit,huskar,gyrocopter,treant,legion_commander
lion,omniknight,invoker,slark,legion_commander
queenofpain,phantom_assassin,ursa,alchemist,shredder
phantom_lancer,pudge,tinker,ogre_magi,slark
antimage,sand_king,faceless_void,rubick,shredder
dazzle,ursa,silencer,ogre_magi,phoenix
pudge,storm_spirit,templar_assassin,spectre,spirit_breaker
sniper,bounty_hunter,ancient_apparition,meepo,skywrath_mage
crystal_maiden,windrunner,life_stealer,weaver,legion_commander
drow_ranger,mirana,slardar,venomancer,keeper_of_the_light
axe,juggernaut,sand_king,queenofpain,bounty_hunter
antimage,zuus,skeleton_king,omniknight,jakiro
antimage,sven,lina,phantom_assassin,huskar
storm_spirit,kunkka,pugna,silencer,slark
bloodseeker,sven,riki,bounty_hunter,bristleback
bane,bloodseeker,mirana,riki,slark
mirana,tidehunter,phantom_assassin,disruptor,magnataur
tiny,riki,queenofpain,phantom_assassin,huskar
antimage,pudge,broodmother,bounty_hunter,invoker
mirana,morphling,lich,slark,legion_commander
earthshaker,juggernaut,mirana,razor,invoker
mirana,pudge,slardar,necrolyte,ember_spirit
morphling,pudge,sven,tidehunter,tinker
tiny,skeleton_king,phantom_assassin,huskar,ursa
juggernaut,shadow_shaman,skeleton_king,templar_assassin,slark
pudge,zuus,faceless_void,bounty_hunter,slark
axe,nevermore,faceless_void,undying,winter_wyvern
earthshaker,pudge,leshrac,shredder,legion_commander
juggernaut,sven,viper,dazzle,clinkz
antimage,earthshaker,mirana,abaddon,legion_commander
bloodseeker,juggernaut,phantom_assassin,huskar,bristleback
mirana,dazzle,invoker,silencer,troll_warlord
windrunner,slardar,huskar,ancient_apparition,meepo
juggernaut,dragon_knight,leshrac,ancient_apparition,medusa
necrolyte,faceless_void,alchemist,techies,earth_spirit
slardar,sniper,skeleton_king,phantom_assassin,alchemist
windrunner,death_prophet,slark,skywrath_mage,legion_commander
lion,tidehunter,riki,life_stealer,shredder
drow_ranger,earthshaker,tiny,kunkka,phantom_assassin
mirana,morphling,pudge,phantom_assassin,rubick
lich,tinker,phantom_assassin,bounty_hunter,shredder
juggernaut,sniper,medusa,magnataur,elder_titan
juggernaut,morphling,storm_spirit,night_stalker,nyx_assassin
lina,witch_doctor,tinker,batrider,slark
riki,templar_assassin,life_stealer,dark_seer,shredder
juggernaut,mirana,phantom_lancer,tinker,phantom_assassin
