hero_1,hero_2,hero_3,hero_4,hero_5
juggernaut,death_prophet,phantom_assassin,slark,ember_spirit
nevermore,phantom_lancer,slardar,spectre,legion_commander
drow_ranger,faceless_void,ogre_magi,shredder,elder_titan
juggernaut,phantom_assassin,invoker,rubick,magnataur
bloodseeker,witch_doctor,faceless_void,skeleton_king,skywrath_mage
vengefulspirit,clinkz,nyx_assassin,magnataur,tusk
bloodseeker,windrunner,lion,rattletrap,enchantress
antimage,morphling,faceless_void,templar_assassin,spirit_breaker
morphling,phantom_lancer,invoker,troll_warlord,magnataur
nevermore,phantom_lancer,skeleton_king,ogre_magi,legion_commander
drow_ranger,juggernaut,queenofpain,spirit_breaker,rubick
bloodseeker,drow_ranger,skeleton_king,phantom_assassin,troll_warlord
pudge,windrunner,lion,sniper,clinkz
slardar,faceless_void,bounty_hunter,invoker,slark
mirana,windrunner,warlock,ursa,gyrocopter
mirana,morphling,chaos_knight,medusa,troll_warlord
lina,tinker,spirit_breaker,alchemist,oracle
drow_ranger,juggernaut,windrunner,kunkka,life_stealer
axe,mirana,kunkka,ogre_magi,bristleback
antimage,bloodseeker,mirana,pugna,clinkz
juggernaut,zuus,slardar,furion,spirit_breaker
drow_ranger,mirana,lina,dazzle,bounty_hunter
nevermore,lion,weaver,bristleback,legion_commander
faceless_void,rubick,magnataur,legion_commander,ember_spirit
slardar,riki,weaver,keeper_of_the_light,legion_commander
axe,crystal_maiden,queenofpain,naga_siren,slark
mirana,bounty_hunter,weaver,doom_bringer,slark
skeleton_king,huskar,spectre,centaur,techies
nevermore,zuus,spirit_breaker,slark,terrorblade
morphling,pudge,windrunner,leshrac,nyx_assassin
sand_king,storm_spirit,windrunner,dragon_knight,gyrocopter
drow_ranger,pudge,sand_king,shadow_shaman,invoker
antimage,puck,shadow_demon,meepo,oracle
riki,sniper,templar_assassin,omniknight,ursa
bane,vengefulspirit,witch_doctor,faceless_void,bristleback
mirana,riki,sniper,life_stealer,silencer
mirana,morphling,storm_spirit,kunkka,keeper_of_the_light
lich,alchemist,shredder,skywrath_mage,legion_commander
zuus,pugna,chaos_knight,treant,legion_commander
morphling,sand_king,death_prophet,alchemist,slark
queenofpain,venomancer,phantom_assassin,bounty_hunter,legion_commander
sniper,invoker,bristleback,legion_commander,phoenix
axe,earthshaker,pudge,phantom_assassin,chaos_knight
juggernaut,invoker,keeper_of_the_light,magnataur,shredder
juggernaut,storm_spirit,ancient_apparition,doom_bringer,legion_commander
tiny,venomancer,lone_druid,rubick,troll_warlord
juggernaut,pudge,storm_spirit,shadow_shaman,sniper
mirana,furion,alchemist,invoker,nyx_assassin
juggernaut,phantom_lancer,pudge,weaver,obsidian_destroyer
antimage,viper,troll_warlord,shredder,legion_commander
drow_ranger,pudge,phantom_assassin,alchemist,legion_commander
earthshaker,tiny,skeleton_king,naga_siren,shredder
riki,enigma,tinker,gyrocopter,winter_wyvern
earthshaker,storm_spirit,life_stealer,tusk,phoenix
mirana,invoker,disruptor,legion_commander,terrorblade
antimage,axe,earthshaker,windrunner,medusa
storm_spirit,lion,shadow_shaman,faceless_void,shredder
sand_king,storm_spirit,vengefulspirit,riki,meepo
sand_king,storm_spirit,vengefulspirit,tidehunter,phantom_assassin
tinker,life_stealer,dark_seer,invoker,terrorblade
antimage,vengefulspirit,kunkka,life_stealer,skywrath_mage
morphling,phantom_lancer,lion,alchemist,ember_spirit
shadow_shaman,tinker,phantom_assassin,bounty_hunter,doom_bringer
axe,windrunner,queenofpain,enchantress,slark
riki,spectre,ursa,spirit_breaker,rubick
windrunner,skeleton_king,dazzle,lone_druid,legion_commander
drow_ranger,juggernaut,riki,faceless_void,slark
nevermore,phantom_assassin,chaos_knight,legion_commander,terrorblade
drow_ranger,mirana,alchemist,slark,troll_warlord
drow_ranger,dark_seer,enchantress,shadow_demon,slark
morphling,storm_spirit,slardar,bounty_hunter,magnataur
witch_doctor,death_prophet,enchantress,night_stalker,shadow_demon
pudge,kunkka,phantom_assassin,doom_bringer,brewmaster
pudge,lion,broodmother,invoker,legion_commander
mirana,windrunner,faceless_void,ursa,alchemist
drow_ranger,sniper,phantom_assassin,spectre,ember_spirit
antimage,morphling,death_prophet,night_stalker,skywrath_mage
axe,juggernaut,lich,phantom_assassin,ursa
antimage,faceless_void,bounty_hunter,magnataur,bristleback
sven,huskar,spectre,silencer,shredder
mirana,storm_spirit,sven,skeleton_king,luna
mirana,phantom_lancer,enigma,treant,shredder
pudge,riki,queenofpain,luna,spirit_breaker
crystal_maiden,drow_ranger,invoker,slark,legion_commander
mirana,queenofpain,life_stealer,nyx_assassin,centaur
pudge,tinker,phantom_assassin,ursa,nyx_assassin
phantom_lancer,riki,necrolyte,warlock,medusa
mirana,phantom_lancer,pudge,lich,sniper
axe,storm_spirit,witch_doctor,furion,slark
bloodseeker,phantom_lancer,sven,treant,ogre_magi
crystal_maiden,puck,pudge,kunkka,slark
axe,sniper,batrider,undying,nyx_assassin
crystal_maiden,templar_assassin,gyrocopter,invoker,naga_siren
antimage,necrolyte,dazzle,leshrac,lycan
mirana,kunkka,lich,clinkz,techies
antimage,pudge,huskar,disruptor,legion_commander
drow_ranger,mirana,pudge,invoker,bristleback
drow_ranger,mirana,windrunner,faceless_void,enchantress
nevermore,witch_doctor,templar_assassin,invoker,phoenix
lich,faceless_void,phantom_assassin,bounty_hunter,slark
drow_ranger,storm_spirit,faceless_void,shadow_demon,ogre_magi
shadow_shaman,phantom_assassin,huskar,weaver,terrorblade
axe,pudge,phantom_assassin,ogre_magi,undying
axe,windrunner,skeleton_king,viper,life_stealer
razor,phantom_assassin,alchemist,keeper_of_the_light,terrorblade
puck,sniper,phantom_assassin,huskar,brewmaster
bloodseeker,juggernaut,tinker,necrolyte,leshrac
drow_ranger,juggernaut,riki,meepo,slark
storm_spirit,tidehunter,lich,invoker,phoenix
crystal_maiden,earthshaker,juggernaut,pudge,slardar
necrolyte,viper,luna,ursa,shredder
axe,lina,tidehunter,tinker,life_stealer
tinker,necrolyte,lycan,wisp,legion_commander
bane,bloodseeker,tiny,tinker,shadow_demon
storm_spirit,tiny,weaver,gyrocopter,tusk
axe,sven,tiny,huskar,invoker
axe,morphling,puck,riki,omniknight
crystal_maiden,sniper,spectre,gyrocopter,troll_warlord
slardar,riki,phantom_assassin,wisp,bristleback
antimage,mirana,sand_king,lion,techies
crystal_maiden,sand_king,invoker,rubick,slark
mirana,sven,sniper,centaur,legion_commander
sand_king,shadow_shaman,slardar,skeleton_king,meepo
slardar,necrolyte,ursa,slark,ember_spirit
drow_ranger,pudge,windrunner,witch_doctor,doom_bringer
axe,mirana,sven,phantom_assassin,alchemist
bloodseeker,mirana,sand_king,storm_spirit,ember_spirit
juggernaut,pudge,queenofpain,spirit_breaker,silencer
juggernaut,vengefulspirit,witch_doctor,dark_seer,invoker
mirana,beastmaster,phantom_assassin,meepo,techies
juggernaut,mirana,sand_king,rattletrap,shadow_demon
antimage,morphling,enchantress,weaver,ogre_magi
shadow_shaman,slardar,necrolyte,rubick,medusa
crystal_maiden,sven,lion,tinker,huskar
drow_ranger,pudge,tiny,omniknight,slark
juggernaut,nevermore,tidehunter,furion,magnataur
storm_spirit,tiny,life_stealer,elder_titan,techies
mirana,tidehunter,faceless_void,invoker,nyx_assassin
juggernaut,tinker,ursa,ogre_magi,keeper_of_the_light
drow_ranger,earthshaker,shredder,ember_spirit,phoenix
axe,death_prophet,medusa,shredder,legion_commander
axe,skeleton_king,rattletrap,medusa,earth_spirit
storm_spirit,skeleton_king,pugna,slark,legion_commander
puck,sand_king,skeleton_king,dragon_knight,ogre_magi
mirana,nevermore,venomancer,huskar,bounty_hunter
sand_king,sven,faceless_void,viper,slark
antimage,bloodseeker,shadow_shaman,slark,ember_spirit
antimage,windrunner,bounty_hunter,keeper_of_the_light,shredder
axe,mirana,silencer,naga_siren,slark
bloodseeker,juggernaut,riki,luna,techies
antimage,earthshaker,nevermore,meepo,arc_warden
antimage,lion,queenofpain,disruptor,elder_titan
drow_ranger,sniper,viper,chaos_knight,winter_wyvern
sand_king,storm_spirit,vengefulspirit,luna,shredder
bloodseeker,earthshaker,windrunner,lich,invoker
warlock,lycan,undying,slark,legion_commander
mirana,pudge,lina,bristleback,winter_wyvern
shadow_shaman,tidehunter,spectre,invoker,ogre_magi
drow_ranger,storm_spirit,phantom_assassin,ancient_apparition,centaur
mirana,tinker,faceless_void,omniknight,medusa
axe,crystal_maiden,puck,sven,shadow_shaman
antimage,storm_spirit,windrunner,dragon_knight,legion_commander
juggernaut,tiny,lion,slardar,invoker
antimage,phantom_lancer,pudge,huskar,invoker
phantom_lancer,riki,ursa,naga_siren,slark
vengefulspirit,windrunner,slardar,ursa,ember_spirit
juggernaut,witch_doctor,venomancer,doom_bringer,disruptor
juggernaut,mirana,faceless_void,clinkz,disruptor
juggernaut,morphling,tidehunter,riki,shredder
pudge,keeper_of_the_light,legion_commander,ember_spirit,phoenix
axe,witch_doctor,invoker,naga_siren,shredder
juggernaut,slardar,warlock,venomancer,ember_spirit
juggernaut,lich,warlock,brewmaster,disruptor
phantom_lancer,pudge,windrunner,kunkka,enchantress
mirana,troll_warlord,shredder,elder_titan,legion_commander
tiny,phantom_assassin,spirit_breaker,alchemist,meepo
storm_spirit,phantom_assassin,viper,invoker,slark
bloodseeker,razor,zuus,kunkka,shredder
axe,queenofpain,ancient_apparition,invoker,bristleback
axe,crystal_maiden,earthshaker,phantom_assassin,ember_spirit
bloodseeker,riki,night_stalker,shredder,abaddon
bloodseeker,mirana,life_stealer,invoker,shredder
antimage,dazzle,enchantress,treant,ember_spirit
sven,skeleton_king,broodmother,weaver,medusa
bloodseeker,juggernaut,pudge,riki,bristleback
vengefulspirit,riki,dragon_knight,medusa,centaur
pudge,sand_king,lina,ursa,slark
axe,witch_doctor,sniper,visage,shredder
antimage,storm_spirit,bounty_hunter,medusa,skywrath_mage
antimage,pudge,witch_doctor,tinker,nyx_assassin
lina,witch_doctor,phantom_assassin,invoker,troll_warlord
crystal_maiden,drow_ranger,juggernaut,phantom_assassin,centaur
sven,windrunner,necrolyte,viper,omniknight
sven,queenofpain,phantom_assassin,rubick,magnataur
huskar,gyrocopter,alchemist,rubick,bristleback
juggernaut,kunkka,warlock,faceless_void,spectre
huskar,ursa,gyrocopter,alchemist,ogre_magi
earthshaker,mirana,tinker,phantom_assassin,legion_commander
mirana,storm_spirit,lich,phantom_assassin,legion_commander
lina,lion,faceless_void,furion,obsidian_destroyer
juggernaut,storm_spirit,zuus,dragon_knight,centaur
kunkka,lion,necrolyte,ursa,invoker
axe,bane,pudge,kunkka,sniper
mirana,lion,slardar,medusa,elder_titan
antimage,vengefulspirit,rattletrap,night_stalker,broodmother
axe,mirana,sand_king,tinker,clinkz
tiny,ancient_apparition,ogre_magi,medusa,legion_commander
axe,earthshaker,mirana,phantom_lancer,sniper
riki,dark_seer,huskar,nyx_assassin,shredder
phantom_lancer,lich,life_stealer,alchemist,visage
tinker,warlock,viper,bounty_hunter,medusa
puck,sniper,disruptor,centaur,legion_commander
bloodseeker,windrunner,dragon_knight,spirit_breaker,silencer
queenofpain,skeleton_king,viper,rattletrap,undying
mirana,pudge,tinker,bounty_hunter,terrorblade
axe,lich,viper,ursa,spirit_breaker
antimage,beastmaster,pugna,leshrac,dark_seer
necrolyte,pugna,huskar,obsidian_destroyer,terrorblade
bloodseeker,juggernaut,life_stealer,clinkz,enchantress
phantom_assassin,jakiro,slark,legion_commander,phoenix
sven,tiny,lion,life_stealer,ancient_apparition
windrunner,beastmaster,leshrac,spectre,ember_spirit
mirana,pudge,nyx_assassin,legion_commander,oracle
axe,pudge,storm_spirit,vengefulspirit,sniper
sniper,venomancer,phantom_assassin,luna,nyx_assassin
mirana,phantom_assassin,bounty_hunter,slark,skywrath_mage
bloodseeker,phantom_lancer,queenofpain,phantom_assassin,invoker
antimage,necrolyte,faceless_void,skywrath_mage,abaddon
lion,tinker,invoker,slark,legion_commander
bloodseeker,lina,dark_seer,lycan,slark
antimage,mirana,phantom_lancer,enigma,obsidian_destroyer
shadow_shaman,life_stealer,meepo,troll_warlord,arc_warden
axe,earthshaker,pudge,sniper,phantom_assassin
juggernaut,tiny,witch_doctor,warlock,legion_commander
tiny,enchantress,jakiro,chaos_knight,winter_wyvern
juggernaut,mirana,sand_king,storm_spirit,witch_doctor
sven,lina,warlock,doom_bringer,magnataur
earthshaker,ancient_apparition,invoker,shadow_demon,shredder
crystal_maiden,drow_ranger,enigma,faceless_void,viper
earthshaker,pudge,tinker,warlock,spirit_breaker
riki,faceless_void,invoker,shredder,abaddon
mirana,razor,tiny,tidehunter,meepo
witch_doctor,huskar,alchemist,naga_siren,keeper_of_the_light
antimage,drow_ranger,juggernaut,centaur,shredder
bloodseeker,nevermore,pudge,clinkz,ogre_magi
bloodseeker,sven,tiny,kunkka,spirit_breaker
mirana,pugna,invoker,keeper_of_the_light,ember_spirit
antimage,earthshaker,enigma,skywrath_mage,abaddon
bloodseeker,drow_ranger,lion,queenofpain,huskar
riki,dazzle,life_stealer,huskar,nyx_assassin
pudge,zuus,phantom_assassin,ogre_magi,legion_commander
phantom_lancer,pudge,sven,viper,legion_commander
drow_ranger,night_stalker,bounty_hunter,alchemist,centaur
axe,phantom_lancer,huskar,silencer,magnataur
mirana,windrunner,slardar,undying,legion_commander
axe,earthshaker,sven,sniper,phantom_assassin
bloodseeker,nevermore,lion,phantom_assassin,rattletrap
drow_ranger,earthshaker,dragon_knight,invoker,chaos_knight
pudge,queenofpain,weaver,nyx_assassin,terrorblade
shadow_shaman,phantom_assassin,templar_assassin,brewmaster,elder_titan
antimage,leshrac,furion,obsidian_destroyer,ogre_magi
morphling,necrolyte,treant,shredder,ember_spirit
antimage,faceless_void,invoker,skywrath_mage,elder_titan
phantom_lancer,death_prophet,doom_bringer,nyx_assassin,techies
crystal_maiden,morphling,nevermore,riki,shadow_demon
slardar,luna,bounty_hunter,medusa,magnataur
drow_ranger,windrunner,warlock,bounty_hunter,weaver
nevermore,zuus,phantom_assassin,huskar,alchemist
axe,mirana,vengefulspirit,nyx_assassin,earth_spirit
axe,juggernaut,puck,riki,earth_spirit
windrunner,phantom_assassin,bounty_hunter,silencer,ogre_magi
drow_ranger,phantom_assassin,luna,clinkz,medusa
juggernaut,slardar,riki,sniper,dragon_knight
axe,sniper,ancient_apparition,alchemist,shredder
juggernaut,storm_spirit,lion,invoker,legion_commander
earthshaker,sven,tinker,luna,nyx_assassin
juggernaut,lina,sniper,furion,slark
sven,riki,templar_assassin,luna,centaur
juggernaut,queenofpain,enchantress,invoker,rubick
windrunner,phantom_assassin,rattletrap,enchantress,invoker
juggernaut,razor,rattletrap,spectre,centaur
antimage,bloodseeker,juggernaut,windrunner,legion_commander
phantom_lancer,windrunner,sniper,shredder,terrorblade
mirana,sniper,phantom_assassin,pugna,bounty_hunter
axe,sven,dazzle,life_stealer,invoker
sand_king,disruptor,slark,shredder,ember_spirit
drow_ranger,lich,omniknight,huskar,jakiro
witch_doctor,riki,phantom_assassin,weaver,ogre_magi
sand_king,windrunner,phantom_assassin,keeper_of_the_light,ember_spirit
sven,windrunner,lina,sniper,phantom_assassin
crystal_maiden,juggernaut,pudge,bounty_hunter,chaos_knight
earthshaker,phantom_lancer,sven,jakiro,slark
mirana,zuus,phantom_assassin,furion,chaos_knight
juggernaut,riki,death_prophet,dragon_knight,skywrath_mage
antimage,earthshaker,vengefulspirit,visage,medusa
axe,vengefulspirit,sniper,bounty_hunter,slark
tidehunter,batrider,spirit_breaker,alchemist,shredder
phantom_lancer,tiny,zuus,keeper_of_the_light,techies
juggernaut,luna,bounty_hunter,ursa,undying
crystal_maiden,mirana,storm_spirit,slark,bristleback
crystal_maiden,skeleton_king,phantom_assassin,rubick,slark
antimage,axe,lina,alchemist,ogre_magi
antimage,windrunner,phantom_assassin,enchantress,legion_commander
zuus,kunkka,tinker,faceless_void,huskar
sven,queenofpain,weaver,lone_druid,oracle
antimage,storm_spirit,chaos_knight,keeper_of_the_light,tusk
sniper,clinkz,slark,troll_warlord,legion_commander
shadow_shaman,enigma,leshrac,ogre_magi,slark
mirana,phantom_lancer,sand_king,zuus,lone_druid
axe,juggernaut,zuus,kunkka,centaur
bloodseeker,drow_ranger,pudge,weaver,legion_commander
juggernaut,windrunner,lion,riki,shredder
drow_ranger,viper,clinkz,rubick,tusk
earthshaker,skeleton_king,luna,dazzle,invoker
riki,viper,spectre,silencer,rubick
phantom_lancer,pudge,lina,life_stealer,slark
mirana,lion,queenofpain,phantom_assassin,ember_spirit
drow_ranger,mirana,tiny,lion,tidehunter
bloodseeker,phantom_assassin,huskar,shadow_demon,keeper_of_the_light
morphling,riki,tinker,invoker,legion_commander
riki,faceless_void,invoker,undying,slark
earthshaker,templar_assassin,slark,shredder,elder_titan
antimage,juggernaut,pudge,enigma,clinkz
pudge,riki,faceless_void,invoker,lycan
axe,riki,templar_assassin,visage,abaddon
nevermore,necrolyte,dazzle,chaos_knight,shredder
nevermore,shadow_shaman,sniper,dragon_knight,shredder
riki,sniper,skeleton_king,clinkz,ember_spirit
phantom_lancer,batrider,ursa,ogre_magi,shredder
morphling,pudge,storm_spirit,meepo,phoenix
witch_doctor,sniper,beastmaster,life_stealer,ember_spirit
vengefulspirit,tinker,luna,ogre_magi,magnataur
juggernaut,sand_king,zuus,dark_seer,magnataur
windrunner,phantom_assassin,pugna,magnataur,ember_spirit
drow_ranger,pudge,riki,venomancer,phantom_assassin
axe,drow_ranger,mirana,pugna,life_stealer
drow_ranger,lion,death_prophet,viper,clinkz
antimage,axe,silencer,magnataur,winter_wyvern
lion,huskar,spectre,gyrocopter,slark
mirana,skeleton_king,phantom_assassin,invoker,slark
sand_king,kunkka,skeleton_king,phantom_assassin,bounty_hunter
morphling,pudge,faceless_void,weaver,shadow_demon
sven,leshrac,bounty_hunter,spirit_breaker,legion_commander
sven,shadow_shaman,invoker,slark,legion_commander
lina,tinker,faceless_void,phantom_assassin,abaddon
phantom_lancer,vengefulspirit,slardar,obsidian_destroyer,elder_titan
witch_doctor,faceless_void,omniknight,meepo,legion_commander
phantom_lancer,windrunner,slardar,huskar,legion_commander
bane,tiny,sniper,luna,ancient_apparition
sven,enigma,tinker,ogre_magi,slark
juggernaut,zuus,skeleton_king,slark,phoenix
sniper,pugna,life_stealer,silencer,legion_commander
crystal_maiden,juggernaut,riki,sniper,omniknight
puck,lina,faceless_void,ancient_apparition,meepo
axe,necrolyte,bounty_hunter,invoker,bristleback
phantom_lancer,slardar,riki,invoker,ogre_magi
crystal_maiden,puck,riki,templar_assassin,weaver
morphling,faceless_void,doom_bringer,silencer,skywrath_mage
pudge,sand_king,clinkz,bounty_hunter,centaur
drow_ranger,riki,luna,life_stealer,spirit_breaker
mirana,slardar,sniper,shredder,ember_spirit
bloodseeker,slardar,leshrac,clinkz,ursa
drow_ranger,puck,tidehunter,dazzle,huskar
axe,phantom_assassin,furion,broodmother,undying
nevermore,faceless_void,huskar,rubick,oracle
silencer,meepo,keeper_of_the_light,slark,bristleback
riki,faceless_void,nyx_assassin,medusa,bristleback
slardar,sniper,queenofpain,ancient_apparition,bristleback
sand_king,skeleton_king,rubick,keeper_of_the_light,legion_commander
lion,shadow_shaman,bounty_hunter,lycan,slark
kunkka,phantom_assassin,night_stalker,nyx_assassin,slark
pudge,tiny,phantom_assassin,shredder,legion_commander
bane,mirana,sven,queenofpain,ogre_magi
morphling,lina,bounty_hunter,shadow_demon,techies
antimage,nevermore,templar_assassin,huskar,ursa
axe,juggernaut,morphling,storm_spirit,spirit_breaker
nevermore,sven,necrolyte,huskar,legion_commander
nevermore,venomancer,doom_bringer,lone_druid,centaur
drow_ranger,tiny,slardar,lich,phantom_assassin
axe,life_stealer,alchemist,brewmaster,slark
pudge,sven,venomancer,templar_assassin,disruptor
mirana,tiny,lina,shadow_shaman,bounty_hunter
drow_ranger,juggernaut,pudge,riki,sniper
witch_doctor,riki,slark,tusk,phoenix
lina,lion,phantom_assassin,luna,slark
antimage,sand_king,queenofpain,phantom_assassin,bounty_hunter
antimage,axe,slardar,life_stealer,ogre_magi
mirana,rattletrap,omniknight,spectre,slark
mirana,lion,alchemist,invoker,troll_warlord
juggernaut,windrunner,zuus,legion_commander,ember_spirit
nevermore,vengefulspirit,lina,life_stealer,alchemist
sand_king,zuus,spectre,silencer,legion_commander
juggernaut,tiny,tidehunter,life_stealer,spirit_breaker
nevermore,sand_king,sven,tidehunter,keeper_of_the_light
queenofpain,spirit_breaker,rubick,slark,medusa
crystal_maiden,juggernaut,warlock,life_stealer,undying
lich,riki,invoker,skywrath_mage,abaddon
juggernaut,riki,furion,ursa,spirit_breaker
pudge,omniknight,rubick,slark,magnataur
pudge,queenofpain,phantom_assassin,templar_assassin,skywrath_mage
mirana,riki,rattletrap,furion,alchemist
drow_ranger,earthshaker,wisp,legion_commander,terrorblade
axe,necrolyte,phantom_assassin,leshrac,legion_commander
juggernaut,kunkka,tidehunter,ogre_magi,magnataur
crystal_maiden,mirana,skeleton_king,alchemist,techies
kunkka,tidehunter,sniper,omniknight,huskar
antimage,axe,mirana,tinker,invoker
axe,storm_spirit,vengefulspirit,phantom_assassin,dazzle
crystal_maiden,earthshaker,juggernaut,enigma,luna
warlock,broodmother,chaos_knight,rubick,abaddon
crystal_maiden,pudge,storm_spirit,alchemist,nyx_assassin
puck,witch_doctor,riki,alchemist,slark
warlock,queenofpain,bounty_hunter,slark,shredder
dragon_knight,life_stealer,jakiro,gyrocopter,terrorblade
axe,bloodseeker,crystal_maiden,sniper,spirit_breaker
earthshaker,sniper,nyx_assassin,troll_warlord,oracle
earthshaker,mirana,bounty_hunter,alchemist,terrorblade
antimage,axe,kunkka,tinker,elder_titan
windrunner,riki,skeleton_king,death_prophet,oracle
earthshaker,pudge,storm_spirit,spirit_breaker,elder_titan
kunkka,lich,night_stalker,invoker,legion_commander
earthshaker,pudge,storm_spirit,queenofpain,spirit_breaker
drow_ranger,vengefulspirit,witch_doctor,luna,lone_druid
skeleton_king,omniknight,invoker,shadow_demon,slark
axe,bloodseeker,lina,dazzle,spectre
death_prophet,huskar,alchemist,chaos_knight,earth_spirit
bloodseeker,pudge,sven,shadow_shaman,undying
sven,kunkka,slardar,night_stalker,magnataur
windrunner,skeleton_king,bounty_hunter,ursa,spirit_breaker
juggernaut,nevermore,phantom_lancer,storm_spirit,sniper
mirana,vengefulspirit,death_prophet,bounty_hunter,gyrocopter
juggernaut,mirana,death_prophet,life_stealer,night_stalker
pudge,lina,slardar,invoker,legion_commander
mirana,riki,faceless_void,invoker,wisp
axe,bloodseeker,faceless_void,ogre_magi,medusa
kunkka,tinker,necrolyte,naga_siren,ember_spirit
windrunner,sniper,faceless_void,night_stalker,silencer
earthshaker,morphling,huskar,silencer,bristleback
phantom_assassin,bounty_hunter,chen,skywrath_mage,arc_warden
mirana,pudge,windrunner,lina,legion_commander
antimage,kunkka,enigma,omniknight,silencer
witch_doctor,riki,sniper,venomancer,dazzle
earthshaker,vengefulspirit,kunkka,phantom_assassin,slark
skeleton_king,invoker,silencer,ogre_magi,medusa
phantom_lancer,necrolyte,clinkz,omniknight,undying
tiny,queenofpain,faceless_void,keeper_of_the_light,tusk
axe,sven,dazzle,huskar,slark
axe,phantom_assassin,furion,jakiro,shredder
axe,tinker,viper,clinkz,bristleback
morphling,rattletrap,huskar,rubick,bristleback
mirana,lich,furion,invoker,disruptor
antimage,pudge,sven,templar_assassin,luna
lion,witch_doctor,enigma,dark_seer,terrorblade
antimage,juggernaut,riki,alchemist,medusa
puck,invoker,abaddon,legion_commander,terrorblade
sven,lion,silencer,obsidian_destroyer,techies
antimage,mirana,rattletrap,invoker,shadow_demon
furion,omniknight,alchemist,undying,skywrath_mage
axe,riki,luna,shredder,legion_commander
antimage,bloodseeker,sniper,huskar,centaur
earthshaker,sven,tiny,vengefulspirit,windrunner
juggernaut,kunkka,tidehunter,slark,elder_titan
mirana,windrunner,shadow_shaman,life_stealer,batrider
antimage,lion,death_prophet,omniknight,invoker
juggernaut,storm_spirit,windrunner,death_prophet,rubick
kunkka,witch_doctor,slark,medusa,phoenix
morphling,nevermore,zuus,skeleton_king,invoker
